Term	ID	Genes	Adj.pvalue	Enrichment
regulation of cellular process	GO:0050794	A2M AATF ACKR3 ADAMTS12 ADAMTSL4 ADM2 AGPAT1 AJAP1 AKAP12 ALDH1A3 AMIGO2 ANKRD1 ARHGDIB ARNT2 ASS1 ATF5 AUTS2 B2M BACE2 BEX1 BICC1 BMP8B BRIP1 BST2 C1QTNF1 CACNA1A CADM1 CAMK1D CAMTA2 CAPG CBLB CCKAR CD24 CD36 CD4 CD9 CDA CDH3 CDH6 CELSR1 CEMIP CENPE CFL2 CHI3L1 CHRM2 CLEC3B CLIC3 CLSTN2 CLU CMKLR1 CNN1 COL18A1 COL4A1 COL4A2 COLEC12 COMP CPE CRABP2 CREB5 CRLF1 CSNK2B CSPG4 CTSC CXCL12 CYGB DAPK1 DCN DDIT4 DDX39B DHFR DHRS3 DIO2 DIRAS1 DMD DNER DOCK10 DPP4 DPYSL3 DSG2 DSP EDNRA ELFN1 ENPP2 EPB41L3 EPHA4 EPHA5 ETV1 EYA2 F2R FAM129A FAM20A FAM20C FBLIM1 FBLN1 FGF1 FGF7 FGFRL1 FHL1 FHOD3 FLRT2 FLT1 FOXE1 FOXS1 FZD4 FZD7 GAS6 GBP1 GBP2 GDNF GJA1 GPC6 GREM2 GTF2IRD1 HES1 HEYL HGF HIC1 HLA-A HLA-B HLA-C HMOX1 HOMER2 HSPA1A HSPA2 HSPB1 HSPB8 ID4 IER3 IFI6 IFITM1 IGF2 IGFBP3 IL16 ILK INHBA ITGA1 ITGA11 ITGA5 ITGA6 ITGA7 ITGB3 ITGB8 ITPR3 JAG1 JPH2 JUP KCNK2 KCNMA1 KCNMB1 KCTD20 KRT18 KRT19 LAMA2 LASP1 LDB2 LGALS3BP LGMN LMOD1 LOXL3 LPAR1 LRRC15 LRRC17 LRRC32 LRRN1 LRRN3 LSP1 LTBP2 LUM MAB21L2 MAF MCAM MCTP2 MDC1 MEIS2 MICB MKX MMP1 MMP2 MMP3 MN1 MX2 MYL9 MYLK MYOCD NBL1 NDNF NEDD9 NES NFATC1 NFIB NLRC5 NOTCH1 NOTCH3 NPAS1 NR2F2 NRP2 OAS2 OAS3 OXTR P3H2 PALM PAPPA2 PBX1 PDE10A PDGFC PDGFRB PEAR1 PEG10 PENK PHLDA2 PID1 PITX1 PLCD1 PLEKHG2 PLXNA2 PLXND1 PODNL1 POSTN PPP1R11 PPP1R13L PPP1R14A PRKG1 PSME2 PTGIS PTN RAC2 RARB RASGRP1 RASSF3 RBM24 RBP4 RBPJ RELN RGS4 RGS5 RPS6KA2 RUNX1T1 S100A10 SCUBE3 SDC1 SDC2 SEMA3C SEPT5 SERPINA9 SERPINB2 SERPINE2 SESN3 SGIP1 SHANK2 SIK1 SLC25A23 SLC25A4 SLC9A3R1 SMOC1 SMYD3 SORCS2 SOX11 SOX4 SPHK1 SPP1 SPRY4 SSTR1 STARD4 STAT1 STK32B STK38L SULF1 SULF2 SUSD2 SYNE3 SYNPO2 SYT7 TADA2A TBC1D3C TBC1D3D TBX2 TBX3 TCF7 TCF7L1 TDRD9 TENM2 TENM3 TFPI TFPI2 TGFB2 THBD TMEM97 TNFAIP6 TP53I11 TPBG TRH TRIB3 TRIM2 TRPC6 TRPS1 TRPV2 TSPAN18 TSPAN2 TUBB UACA UNC5B VASP VCAM1 VCL VEGFA VLDLR WFDC1 WISP1 WISP2 WNK4 WNT16 ZBTB22 ZNF423	7.10817388143156e-06	0.0302737208627527
generation of neurons	GO:0048699	ANKRD1 ATF5 AUTS2 B2M CAMK1D CCKAR CELSR1 CRABP2 CXCL12 DDIT4 DHFR DNER DOCK10 DPYSL3 EFHD1 EPB41L3 EPHA4 EPHA5 ETV1 FLRT2 FZD4 FZD7 GAS6 GDNF GJA1 HES1 HEYL HGF ID4 ILK INHBA ITGA1 JAG1 LAMA2 LPAR1 NBL1 NDNF NEFM NFIB NHSL1 NOTCH1 NOTCH3 NR2F2 NRP2 NRXN3 PBX1 PLXNA2 PLXND1 POSTN PRKG1 PTN RARB RBPJ RELN SDC2 SEMA3B SEMA3C SERPINE2 SLC9A3R1 SOX11 SOX4 SPP1 TENM2 TENM3 TGFB2 TRPC6 TRPV2 TSPAN2 UNC5B VASP VCL VEGFA VLDLR WNT16	7.18887507750033e-06	0.0544518027961737
cellular response to cytokine stimulus	GO:0071345	ACKR3 ADAMTS12 AGPAT1 ANKRD1 B2M BST2 CD24 CD4 CHI3L1 CMKLR1 CRLF1 CSNK2B CXCL12 DAPK1 DCN DPYSL3 FLRT2 FZD4 GAS6 GBP1 GBP2 GREM2 HLA-A HLA-B HLA-C HSPA1A IFI6 IFITM1 ILK KRT18 LRRC15 MME MX2 NLRC5 OAS2 OAS3 PID1 PODNL1 POSTN PSME2 PTGIS SERPINB2 SPHK1 SSTR1 STAT1 TCF7 TFPI VCAM1	7.76223287103928e-06	0.0535117056856187
cell death	GO:0008219	AATF ACKR3 ADAMTSL4 ALDH1A3 AMIGO2 ANKRD1 ARNT2 ATF5 BMP8B CACNA1A CADM1 CAMK1D CD24 CD36 CHI3L1 CLU COL18A1 COMP CRLF1 CTSC CXCL12 DAPK1 DDIT4 DSG2 DSP EPB41L3 EYA2 F2R FLG GAS6 GDNF GJA1 HGF HIC1 HMOX1 HSPA1A HSPB1 IER3 IFI6 IGFBP3 ILK INHBA ITGA1 ITGA5 ITGA6 JUP KCNK2 KCNMA1 KRT14 KRT18 KRT19 KRT34 KRT7 KRT81 LGMN LPAR1 MMP3 MYOCD NDNF NES NOTCH1 PDGFRB PEG10 PHLDA1 PHLDA2 PLEKHG2 PPL PPP1R13L PTGIS PTN RARB RASSF3 RPS6KA2 SERPINB2 SIK1 SLC25A4 SLC9A3R1 SOX11 SOX4 SPHK1 STAT1 SULF1 TBX3 TGFB2 TRIB3 TRIM2 UACA UNC5B VEGFA WISP1 WISP2 WNT16	8.03543262989041e-06	0.043956043956044
cell morphogenesis	GO:0000902	AUTS2 CCKAR CLU COL18A1 CRABP2 CXCL12 DOCK10 ENPP2 EPB41L3 EPHA4 EPHA5 ETV1 FBLIM1 FBLN1 FLRT2 FZD4 FZD7 GBP1 GDNF GJA1 HEG1 HES1 HGF ILK ITGA1 ITGA7 ITGB3 LAMA2 LPAR1 NBL1 NES NFIB NOTCH1 NRP2 NRXN3 PALM PLXNA2 PLXND1 POSTN PTN RELN S100A10 SDC2 SEMA3B SEMA3C SLC9A3R1 SPP1 SYNE3 TENM2 TENM3 TGFB2 TRPC6 TRPV2 UNC5B VASP VCL VEGFA VLDLR	8.74552436207639e-06	0.0636663007683864
response to hypoxia	GO:0001666	ANKRD1 ARNT2 BRIP1 CD24 CXCL12 CYGB DDIT4 DPP4 EDNRA HMOX1 KCNK2 KCNMA1 KCNMB1 MMP2 MYOCD NDNF NOTCH1 PENK POSTN PSME2 PTGIS PTN RBPJ TGFB2 TRH TRPC6 VCAM1 VEGFA	9.97536398026791e-06	0.0838323353293413
cardiac ventricle morphogenesis	GO:0003208	COL11A1 CPE DSP HEG1 HEYL JAG1 NOTCH1 PPP1R13L RBPJ SEMA3C SOX11 SOX4 TGFB2	1.03933758199439e-05	0.180555555555556
cellular response to growth factor stimulus	GO:0071363	ADAMTS12 ANKRD1 BMP8B CLEC3B COL4A2 DCN DDIT4 FAM20C FGF1 FGF7 FGFRL1 FLRT2 FLT1 FZD4 GAS6 GREM2 HES1 HEYL HGF HSPA1A HSPB1 ILK ITGA5 ITGB3 LTBP2 MYOCD NBL1 NOTCH1 NRP2 PDGFRB PEG10 PENK POSTN PTN RBPJ SOX11 SULF1 SULF2 TGFB2 VCAM1 VEGFA ZNF423	1.03933758199439e-05	0.0674157303370786
response to stress	GO:0006950	A2M AATF ACKR3 ADAMTS12 ADAMTS5 AJAP1 ANKRD1 ARNT2 ASS1 B2M BRIP1 BST2 C1QTNF1 C1S CADM1 CAMK1D CAMTA2 CD24 CD36 CD4 CD9 CDH3 CELSR1 CHI3L1 CLU COL18A1 COLEC12 CSRP1 CXCL12 CYGB DAPK1 DCN DDIT4 DDX39B DHFR DPP4 DPYSL3 DSP EDNRA EPHA4 EYA2 F2R FAM129A FBLN1 FGF1 FGF7 FZD4 FZD7 GAS6 GBP1 GBP2 GJA1 HGF HIC1 HLA-A HLA-B HLA-C HMOX1 HSPA1A HSPA2 HSPB1 HSPB8 IER3 IFI6 IFITM1 ILK INHBA ITGA5 ITGB3 ITPR3 KCNK2 KCNMA1 KCNMB1 LGALS3BP LGMN LOXL3 LSP1 MCAM MDC1 MICB MMP2 MMP3 MX2 MYL9 MYLK MYOCD NDNF NLRC5 NOTCH1 OAS2 OAS3 OXTR PAPSS2 PDGFC PDGFRB PENK POSTN PRKG1 PSME2 PTGIS PTN RAC2 RASGRP1 RBPJ RELN SCN9A SDC1 SERPINB2 SERPINE2 SESN3 SOX4 SPHK1 SPP1 SSTR1 STAT1 SULF2 SYT7 TBX2 TBX3 TFPI TFPI2 TGFB2 THBD TNFAIP6 TP53I11 TRH TRIB3 TRPC6 TRPV2 TSPAN2 TUBB ULBP1 VCAM1 VCL VEGFA WFDC1 WNT16	1.11007239604589e-05	0.0368081676518001
nephron development	GO:0072006	ACTA2 CD24 FGF1 GDNF HES1 HEYL ILK JAG1 KIF26B NOTCH1 NOTCH3 PBX1 PDGFRB STAT1 SULF1 SULF2 VEGFA WNK4	1.26499951858901e-05	0.130434782608696
regulation of phosphorylation	GO:0042325	ACKR3 BMP8B C1QTNF1 CBLB CD24 CD36 CD4 CEMIP CENPE CHI3L1 CLU CRLF1 CSNK2B CSPG4 DCN DDIT4 DMD ENPP2 EPHA4 F2R FAM129A FAM20A FBLN1 FGF1 FGF7 FLRT2 FLT1 FZD4 FZD7 GAS6 GBP1 HES1 HGF HSPA2 HSPB1 IGF2 IGFBP3 ILK INHBA ITGA1 ITGA5 ITGA6 ITGB3 KCTD20 LDB2 LPAR1 LRRC15 MYOCD NLRC5 NOTCH1 NR2F2 PDGFC PDGFRB PID1 PODNL1 PPP1R14A RAC2 RASGRP1 RELN RGS4 SLC25A23 SLC9A3R1 SMYD3 SPHK1 SPRY4 TGFB2 TRIB3 TRPC6 VEGFA VLDLR WNT16	1.4984439521267e-05	0.0492713393476752
epithelial cell differentiation	GO:0030855	ACTA2 ADAMTSL4 AJAP1 CD24 CDH3 COL18A1 COL4A1 DSG2 DSP FAM20C FLG FZD7 GDNF HEG1 HES1 JAG1 JUP KRT14 KRT18 KRT19 KRT34 KRT7 KRT81 MAF NFIB NOTCH1 NR2F2 PPL PTN RARB RBPJ SDC1 SLC9A3R1 SOX11 SOX4 STAT1 TAGLN TBX3 VEGFA WNT16	1.4984439521267e-05	0.0547195622435021
neuron differentiation	GO:0030182	ANKRD1 ATF5 AUTS2 B2M CAMK1D CCKAR CRABP2 CXCL12 DDIT4 DHFR DOCK10 DPYSL3 EFHD1 EPB41L3 EPHA4 EPHA5 ETV1 FLRT2 FZD4 FZD7 GDNF GJA1 HES1 HEYL HGF ID4 ILK INHBA ITGA1 JAG1 LAMA2 LPAR1 NBL1 NDNF NEFM NFIB NOTCH1 NOTCH3 NRP2 NRXN3 PBX1 PLXNA2 PLXND1 POSTN PRKG1 PTN RARB RBPJ RELN SDC2 SEMA3B SEMA3C SLC9A3R1 SOX11 SOX4 SPP1 TENM2 TENM3 TGFB2 TRPC6 TRPV2 TSPAN2 UNC5B VASP VCL VEGFA VLDLR WNT16	1.66280199804463e-05	0.0551053484602917
muscle system process	GO:0003012	ACTA2 ACTG2 CALD1 CAMTA2 CHRM2 CNN1 DDX39B DMD DSG2 DSP EDNRA F2R GDNF GJA1 GTF2IRD1 HMOX1 ITGA1 JUP KCNMA1 LMOD1 MYL9 MYLK MYOCD OXTR PPP1R13L PRKG1 SNTB1 SPHK1 SULF1 SULF2 TPM2 VCL	2.00066020135091e-05	0.0771084337349398
regulation of phosphorus metabolic process	GO:0051174	ACKR3 AKAP12 BMP8B C1QTNF1 CBLB CD24 CD36 CD4 CDA CEMIP CENPE CHI3L1 CLU CRLF1 CSNK2B CSPG4 DCN DDIT4 DMD EDNRA ELFN1 ENPP2 EPHA4 F2R FAM129A FAM20A FAM20C FBLN1 FGF1 FGF7 FLRT2 FLT1 FZD4 FZD7 GAS6 GBP1 HES1 HGF HSPA2 HSPB1 IGF2 IGFBP3 ILK INHBA ITGA1 ITGA5 ITGA6 ITGB3 KCTD20 LDB2 LPAR1 LRRC15 MYOCD NLRC5 NOTCH1 NR2F2 PALM PDGFC PDGFRB PID1 PODNL1 PPP1R11 PPP1R14A RAC2 RASGRP1 RELN RGS4 SLC25A23 SLC9A3R1 SMYD3 SPHK1 SPRY4 TGFB2 TRIB3 TRPC6 VEGFA VLDLR WNT16	2.14468941396545e-05	0.0464009518143962
artery morphogenesis	GO:0048844	HES1 JAG1 MYLK MYOCD NOTCH1 NOTCH3 PDGFRB RBPJ SOX4 TBX2 TGFB2 VEGFA	2.36263128057917e-05	0.203389830508475
muscle contraction	GO:0006936	ACTA2 ACTG2 CALD1 CHRM2 CNN1 DMD DSG2 DSP EDNRA F2R GDNF GJA1 ITGA1 JUP KCNMA1 LMOD1 MYL9 MYLK MYOCD OXTR PPP1R13L PRKG1 SNTB1 SPHK1 SULF1 SULF2 TPM2 VCL	2.43256220106663e-05	0.0821114369501466
platelet degranulation	GO:0002576	A2M CD36 CD9 CLEC3B CLU ENDOD1 GAS6 HGF IGF2 ISLR ITGB3 LGALS3BP PCDH7 TGFB2 VCL VEGFA	2.46822993184539e-05	0.126984126984127
platelet aggregation	GO:0070527	C1QTNF1 CD9 CSRP1 GAS6 HSPB1 ILK ITGB3 MYL9 PRKG1 SERPINE2 VCL	2.58370047364348e-05	0.196428571428571
aorta morphogenesis	GO:0035909	HES1 JAG1 MYLK NOTCH1 PDGFRB RBPJ SOX4 TBX2 TGFB2	2.66112812053182e-05	0.3
regulation of protein phosphorylation	GO:0001932	ACKR3 BMP8B C1QTNF1 CBLB CD24 CD36 CD4 CEMIP CENPE CHI3L1 CLU CRLF1 CSNK2B CSPG4 DCN DDIT4 DMD ENPP2 EPHA4 F2R FAM129A FAM20A FBLN1 FGF1 FGF7 FLRT2 FLT1 FZD4 FZD7 GAS6 GBP1 HES1 HGF HSPA2 HSPB1 IGF2 IGFBP3 ILK INHBA ITGA1 ITGA5 ITGB3 LPAR1 LRRC15 MYOCD NOTCH1 NR2F2 PDGFC PDGFRB PID1 PODNL1 RAC2 RASGRP1 RELN RGS4 SLC9A3R1 SMYD3 SPHK1 SPRY4 TGFB2 TRIB3 TRPC6 VEGFA VLDLR WNT16	3.89678077214703e-05	0.0491679273827534
collagen metabolic process	GO:0032963	COL11A1 COL12A1 COL18A1 COL4A1 COL4A2 COL5A3 COL8A2 CYGB F2R MMP1 MMP2 MMP3 P3H2 PDGFRB TNXB	3.99737050063186e-05	0.130434782608696
secretion	GO:0046903	A2M ABCC3 ANKRD1 B2M BST2 C1QTNF1 CACNA1A CADM1 CCKAR CD36 CD9 CDA CHI3L1 CLEC3B CLU CORIN CSNK2B CTSC CXCL12 DPP4 DSP ENDOD1 EPHA5 F2R FGF7 FZD4 GALNS GAS6 GBP1 GDNF GJA1 HGF HMOX1 HSPA1A IGF2 INHBA ISLR ITGB3 ITPR3 JUP LGALS3BP LRRC32 LTBP2 MGAM MME NOTCH1 OXTR PCDH7 POSTN RAC2 RASGRP1 RBP4 RBPJ SDC1 SEPT5 SERPINE2 SLC25A4 SLC9A3R1 SOX11 SOX4 SPP1 SYT7 TBX3 TGFB2 TNFAIP6 TRH TRPC4 TUBB VCL VEGFA WNK4	3.99737050063186e-05	0.0464659685863874
renal tubule development	GO:0061326	CD24 COL4A1 FGF1 GDNF HES1 HEYL ILK JAG1 KIF26B NOTCH1 PBX1 STAT1 VEGFA WNK4	3.99737050063186e-05	0.148936170212766
negative regulation of cell proliferation	GO:0008285	ATF5 BRIP1 CD9 CNN1 COL18A1 CSNK2B F2R FBLN1 FGFRL1 GJA1 HES1 HMOX1 HSPA1A IFITM1 IGFBP3 ILK INHBA ITGA1 KCNK2 LRRC32 MYOCD NFIB NOTCH1 NR2F2 P3H2 PTN RARB RBP4 RBPJ RPS6KA2 SERPINE2 SLC9A3R1 SOX11 SOX4 SSTR1 STAT1 SULF1 TGFB2 TP53I11 WFDC1	3.99737050063186e-05	0.061633281972265
enzyme linked receptor protein signaling pathway	GO:0007167	ADAMTS12 BMP8B CBLB CD4 CDH3 COL4A1 COL4A2 CSNK2B CSPG4 DCN DDIT4 EPHA4 EPHA5 FAM20C FGF1 FGF7 FGFRL1 FLRT2 FLT1 FZD4 GAS6 GREM2 HES1 HGF HSPA1A HSPB1 IGF2 IGFBP3 ILK INHBA ITGA1 ITGA5 ITGB3 LGMN LTBP2 MMP2 MYOCD NBL1 NOTCH1 NRP2 PDGFC PDGFRB PEG10 PID1 PTN RBPJ SDC2 SESN3 SLC9A3R1 SOX11 SULF1 SULF2 TGFB2 VEGFA ZNF423	4.32055818249622e-05	0.0565843621399177
muscle cell differentiation	GO:0042692	ADAM12 ANKRD1 CFL2 DDX39B DMD DNER FHOD3 FZD7 HES1 IGF2 IGFBP3 ILK JAG1 KRT19 LDB3 LMOD1 MYOCD NOTCH1 PDGFRB PITX1 RARB RBM24 RBPJ SDC1 SIK1 SMYD3 TBX2 TBX3 VEGFA	4.45184564098967e-05	0.0801104972375691
type I interferon signaling pathway	GO:0060337	BST2 GBP2 HLA-A HLA-B HLA-C IFI6 IFITM1 MX2 NLRC5 OAS2 OAS3 STAT1	4.45184564098967e-05	0.137931034482759
cellular response to type I interferon	GO:0071357	BST2 GBP2 HLA-A HLA-B HLA-C IFI6 IFITM1 MX2 NLRC5 OAS2 OAS3 STAT1	4.45184564098967e-05	0.137931034482759
regulation of receptor activity	GO:0010469	ADM2 BMP8B CBLB CRLF1 CXCL12 DAPK1 DMD FGF1 FGF7 GAS6 GDNF GREM2 HEYL HGF IGF2 IL16 INHBA JAG1 JPH2 NBL1 PDGFC PENK PHLDA2 PTN RELN SPP1 TGFB2 TRH VEGFA	5.07062999063823e-05	0.0513274336283186
growth	GO:0040007	ATF5 AUTS2 BST2 CD36 CDA COMP CRABP2 CXCL12 DDX39B EPB41L3 FGF1 FGF7 FHL1 FOXS1 FZD7 GAS6 GJA1 HEG1 HSPA1A IGFBP3 ILK INHBA ITGB3 KCNK2 KIF26B LGMN MYOCD NDNF NEDD9 NOTCH1 NRP2 PAPPA2 PDGFRB PHLDA2 PLXNA2 POSTN PPP1R13L RARB RBP4 RBPJ SERPINE2 SPHK1 SPP1 TBX2 TGFB2 TMEM97 TRPV2 VCL VEGFA WFDC1 WISP1 WISP2	5.07062999063823e-05	0.0568927789934354
kidney epithelium development	GO:0072073	CD24 CRLF1 EPHA4 FGF1 GDNF HES1 HEYL ILK JAG1 KIF26B NOTCH1 PBX1 RARB SDC1 STAT1 VEGFA WNK4	5.11500134683706e-05	0.122302158273381
regulation of organ morphogenesis	GO:2000027	AJAP1 CELSR1 FGF1 FGF7 FZD4 FZD7 GDNF GPC6 HES1 HGF NFIB NOTCH1 PSME2 PTN RBPJ SEMA3C STAT1 SULF1 SULF2 TBX2 TGFB2 VEGFA	5.11500134683706e-05	0.0887096774193548
regulation of phosphatidylinositol 3-kinase signaling	GO:0014066	DCN F2R FLT1 HGF IER3 PDGFC PDGFRB RASGRP1 RELN SERPINE2 SLC9A3R1 TGFB2 UNC5B WNT16	5.11500134683706e-05	0.147368421052632
smooth muscle contraction	GO:0006939	ACTA2 CHRM2 CNN1 EDNRA F2R GDNF KCNMA1 MYLK MYOCD OXTR PRKG1 SPHK1 SULF1 SULF2	5.11553678688974e-05	0.138613861386139
cardiocyte differentiation	GO:0035051	DDX39B FHOD3 FZD7 HES1 JAG1 MYOCD NOTCH1 PDGFRB RARB RBPJ SEMA3C SIK1 TBX2 TBX3 TGFB2 VEGFA	5.23491428265569e-05	0.130081300813008
programmed cell death	GO:0012501	AATF ACKR3 ADAMTSL4 ALDH1A3 AMIGO2 ANKRD1 ARNT2 ATF5 BMP8B CADM1 CAMK1D CD24 CHI3L1 CLU COL18A1 COMP CRLF1 CTSC CXCL12 DAPK1 DDIT4 DSG2 DSP EPB41L3 EYA2 F2R FLG GAS6 GDNF GJA1 HGF HIC1 HMOX1 HSPA1A HSPB1 IER3 IFI6 IGFBP3 ILK INHBA ITGA1 ITGA5 ITGA6 JUP KCNMA1 KRT14 KRT18 KRT19 KRT34 KRT7 KRT81 LGMN LPAR1 MYOCD NDNF NES NOTCH1 PDGFRB PEG10 PHLDA1 PHLDA2 PLEKHG2 PPL PPP1R13L PTGIS PTN RARB RASSF3 RPS6KA2 SERPINB2 SIK1 SLC25A4 SLC9A3R1 SOX4 SPHK1 STAT1 SULF1 TBX3 TGFB2 TRIB3 TRIM2 UACA UNC5B VEGFA	6.28385584875574e-05	0.0427263479145473
multicellular organismal macromolecule metabolic process	GO:0044259	COL11A1 COL12A1 COL18A1 COL4A1 COL4A2 COL5A3 COL8A2 CYGB F2R MMP1 MMP2 MMP3 P3H2 PDGFRB TNXB	6.96333072461436e-05	0.125
regulation of cellular response to growth factor stimulus	GO:0090287	ADAMTS12 DCN FAM20C FGF1 FLT1 FZD4 GREM2 HES1 HSPA1A ILK ITGA5 ITGB3 MYOCD NBL1 NOTCH1 PEG10 RBPJ SOX11 SULF1 SULF2 VEGFA ZNF423	7.06846256886416e-05	0.0920502092050209
response to cytokine	GO:0034097	ACKR3 ADAMTS12 AGPAT1 ANKRD1 B2M BST2 CD24 CD4 CHI3L1 CMKLR1 CRLF1 CSNK2B CXCL12 DAPK1 DCN DPYSL3 FLRT2 FZD4 GAS6 GBP1 GBP2 GREM2 HLA-A HLA-B HLA-C HSPA1A IFI6 IFITM1 ILK KRT18 LRRC15 MME MX2 NLRC5 OAS2 OAS3 OXTR PID1 PODNL1 POSTN PSME2 PTGIS SERPINB2 SPHK1 SSTR1 STAT1 TCF7 TFPI VCAM1	7.06846256886416e-05	0.0493951612903226
artery development	GO:0060840	HES1 JAG1 MYLK MYOCD NOTCH1 NOTCH3 PDGFRB PLXND1 RBPJ SOX4 TBX2 TGFB2 VEGFA	7.6139867277626e-05	0.168831168831169
response to type I interferon	GO:0034340	BST2 GBP2 HLA-A HLA-B HLA-C IFI6 IFITM1 MX2 NLRC5 OAS2 OAS3 STAT1	9.56344037573316e-05	0.130434782608696
response to abiotic stimulus	GO:0009628	ANKRD1 ANO3 ARNT2 BRIP1 CD24 CD9 CHI3L1 COL11A1 COL18A1 CXCL12 CYGB DCN DDIT4 DMD DPP4 EDNRA ETV1 FGF1 GJA1 HMOX1 HSPA1A HSPA2 HSPB8 JUP KCNK2 KCNMA1 KCNMB1 KRT14 LGMN LPAR1 MEIS2 MICB MME MMP2 MYLK MYOCD NDNF NOTCH1 OXTR PALM PDGFRB PENK PIEZO2 POSTN PPL PSME2 PTGIS PTN RBPJ SERPINE2 SIK1 TGFB2 THBD TRH TRPC6 TRPV2 VCAM1 VEGFA XRRA1	0.000109037372724099	0.051038062283737
striated muscle cell differentiation	GO:0051146	ADAM12 ANKRD1 CFL2 DDX39B DMD DNER FHOD3 FZD7 KRT19 LDB3 LMOD1 MYOCD NOTCH1 PDGFRB RARB RBM24 RBPJ SDC1 SIK1 SMYD3 TBX3 VEGFA	0.000109037372724099	0.0920502092050209
embryonic morphogenesis	GO:0048598	ALDH1A3 CELSR1 COL11A1 COL12A1 COL4A2 CRABP2 EYA2 FLT1 FOXE1 FZD7 GDNF GREM2 HES1 IGF2 INHBA ITGA5 ITGA7 ITGB3 LRIG3 MAB21L2 MFAP2 MMP2 NOTCH1 PBX1 PITX1 RARB RBP4 SLC9A3R1 SOX11 SOX4 SULF1 TBX2 TBX3 TCF7 TGFB2 VASP WNT16	0.000116695206152733	0.0646853146853147
skin development	GO:0043588	CDH3 CELSR1 COL5A3 DSG2 DSP FGF7 FLG FOXE1 INHBA ITGA6 JAG1 JUP KRT14 KRT18 KRT19 KRT34 KRT7 KRT81 LDB2 NOTCH1 PPL RBPJ TGFB2 WNT16	0.000116695206152733	0.0585365853658537
cytokine-mediated signaling pathway	GO:0019221	ACKR3 AGPAT1 B2M BST2 CD24 CD4 CMKLR1 CRLF1 CSNK2B CXCL12 DCN FLRT2 GAS6 GBP1 GBP2 GREM2 HLA-A HLA-B HLA-C HSPA1A IFI6 IFITM1 ILK KRT18 LRRC15 MX2 NLRC5 OAS2 OAS3 PODNL1 PSME2 SERPINB2 SPHK1 STAT1 VCAM1	0.000138095263087802	0.0538461538461538
secretion by cell	GO:0032940	A2M ANKRD1 B2M BST2 C1QTNF1 CACNA1A CADM1 CCKAR CD36 CD9 CDA CHI3L1 CLEC3B CLU CSNK2B CTSC CXCL12 DPP4 DSP ENDOD1 EPHA5 F2R FGF7 FZD4 GALNS GAS6 GBP1 GDNF GJA1 HGF HMOX1 HSPA1A IGF2 INHBA ISLR ITGB3 ITPR3 JUP LGALS3BP LRRC32 LTBP2 MGAM MME NOTCH1 OXTR PCDH7 POSTN RAC2 RASGRP1 RBP4 RBPJ SDC1 SEPT5 SERPINE2 SLC25A4 SOX11 SOX4 SYT7 TBX3 TGFB2 TNFAIP6 TRH TUBB VCL VEGFA	0.000165757489027119	0.0464617583988563
kidney morphogenesis	GO:0060993	FGF1 GCNT1 GCNT4 GDNF HES1 ILK KIF26B PBX1 PDGFRB SOX4 STAT1 VEGFA WNK4	0.000182150681963363	0.141304347826087
aorta development	GO:0035904	HES1 JAG1 MYLK NOTCH1 PDGFRB PLXND1 RBPJ SOX4 TBX2 TGFB2	0.000184497181035866	0.212765957446809
cellular response to vascular endothelial growth factor stimulus	GO:0035924	ADAMTS12 DCN FLT1 HSPB1 NOTCH1 NRP2 PDGFRB VCAM1 VEGFA	0.000223969439994571	0.230769230769231
epidermis development	GO:0008544	CDH3 CELSR1 CRABP2 DSG2 DSP FGF7 FLG FOXE1 HES1 INHBA JAG1 JUP KRT14 KRT18 KRT19 KRT34 KRT7 KRT81 LDB2 NOTCH1 PPL RBPJ SLC9A3R1 TGFB2 WNT16	0.000237208355103724	0.0550660792951542
muscle cell proliferation	GO:0033002	CNN1 DDX39B GJA1 HMOX1 IGFBP3 ILK KCNK2 MMP2 MYOCD NOTCH1 NOTCH3 PDGFRB RBP4 RBPJ STAT1 TBX2 TGFB2	0.000304681649054109	0.1
cornification	GO:0070268	DSG2 DSP FLG JUP KRT14 KRT18 KRT19 KRT34 KRT7 KRT81 PPL	0.000314395674590524	0.0973451327433628
multicellular organism metabolic process	GO:0044236	COL11A1 COL12A1 COL18A1 COL4A1 COL4A2 COL5A3 COL8A2 CYGB F2R MMP1 MMP2 MMP3 P3H2 PDGFRB TNXB	0.000314395674590524	0.106382978723404
neuron projection development	GO:0031175	ANKRD1 AUTS2 B2M CAMK1D CCKAR CRABP2 CXCL12 DHFR DOCK10 DPYSL3 EFHD1 EPB41L3 EPHA4 EPHA5 ETV1 FLRT2 GDNF GJA1 HES1 HGF ILK ITGA1 LAMA2 LPAR1 NBL1 NDNF NEFM NFIB NOTCH1 NRP2 NRXN3 PLXNA2 PLXND1 POSTN PRKG1 PTN RELN SDC2 SEMA3B SEMA3C SLC9A3R1 SPP1 TENM3 TRPC6 TRPV2 TSPAN2 UNC5B VASP VCL VEGFA VLDLR	0.000326226456685687	0.058891454965358
ventricular septum morphogenesis	GO:0060412	FGFRL1 HES1 HEYL NOTCH1 SOX11 SOX4 TBX3 TGFB2	0.000331065629801139	0.228571428571429
